"10.0.10.97","239.255.255.250","1900","SSDP","216","M-SEARCH * HTTP/1.1 ","1",""
"Palladiu_3d:da:1a","Broadcast","","ARP","42","Who has 10.0.10.1?  Tell 10.0.10.58","2",""
"10.0.10.52","10.0.10.255","57621","UDP","86","Source port: 57621  Destination port: 57621","3",""
"10.0.10.88","172.217.29.202","443","TCP","66","38834 > 443 [ACK] Seq=1 Ack=1 Win=385 Len=0 TSval=3949056 TSecr=1377411550","4",""
"172.217.29.202","10.0.10.88","38834","TCP","66","[TCP ACKed unseen segment] 443 > 38834 [ACK] Seq=1 Ack=2 Win=175 Len=0 TSval=1377456600 TSecr=3892291","5",""
"10.0.10.88","172.217.29.195","443","TLSv1.2","303","Application Data","6",""
"10.0.10.88","172.217.29.195","443","TLSv1.2","112","Application Data","7",""
"10.0.10.88","172.217.29.195","443","TLSv1.2","262","Application Data","8",""
"10.0.10.97","255.255.255.255","50049","UDP","72","Source port: 50050  Destination port: 50049","9",""
"10.0.10.97","239.255.255.250","1900","SSDP","216","M-SEARCH * HTTP/1.1 ","10",""
"172.217.29.195","10.0.10.88","38228","TCP","66","443 > 38228 [ACK] Seq=1 Ack=238 Win=448 Len=0 TSval=3717487926 TSecr=3949087","11","6"
"172.217.29.195","10.0.10.88","38228","TCP","66","443 > 38228 [ACK] Seq=1 Ack=284 Win=448 Len=0 TSval=3717487926 TSecr=3949087","12","7"
"172.217.29.195","10.0.10.88","38228","TLSv1.2","112","Application Data","13",""
"172.217.29.195","10.0.10.88","38228","TCP","66","443 > 38228 [ACK] Seq=47 Ack=480 Win=455 Len=0 TSval=3717487967 TSecr=3949088","14","8"
"10.0.10.88","172.217.29.195","443","TCP","66","38228 > 443 [ACK] Seq=480 Ack=47 Win=1670 Len=0 TSval=3949109 TSecr=3717487926","15","13"
"172.217.29.195","10.0.10.88","38228","TLSv1.2","140","Application Data","16",""
"172.217.29.195","10.0.10.88","38228","TLSv1.2","197","Application Data","17",""
"172.217.29.195","10.0.10.88","38228","TLSv1.2","104","Application Data","18",""
"172.217.29.195","10.0.10.88","38228","TLSv1.2","112","Application Data","19",""
"172.217.29.195","10.0.10.88","38228","TLSv1.2","117","Application Data","20",""
"172.217.29.195","10.0.10.88","38228","TLSv1.2","213","Application Data","21",""
"10.0.10.88","172.217.29.195","443","TCP","66","38228 > 443 [ACK] Seq=480 Ack=336 Win=1670 Len=0 TSval=3949122 TSecr=3717488000","22","19"
"172.217.29.195","10.0.10.88","38228","TLSv1.2","104","Application Data","23",""
"10.0.10.88","172.217.29.195","443","TCP","66","38228 > 443 [ACK] Seq=480 Ack=572 Win=1670 Len=0 TSval=3949122 TSecr=3717488001","24","23"
"10.0.10.88","172.217.29.195","443","TLSv1.2","112","Application Data","25",""
"172.217.29.195","10.0.10.88","38228","TCP","66","443 > 38228 [ACK] Seq=572 Ack=526 Win=455 Len=0 TSval=3717488068 TSecr=3949123","26","25"
"10.0.10.88","200.132.35.220","80","TCP","66","47870 > 80 [FIN, ACK] Seq=1 Ack=1 Win=229 Len=0 TSval=3949291 TSecr=84685976","27",""
"10.0.10.88","200.132.35.220","80","TCP","66","47872 > 80 [FIN, ACK] Seq=1 Ack=1 Win=229 Len=0 TSval=3949291 TSecr=84685976","28",""
"10.0.10.88","200.132.35.220","80","TCP","66","47868 > 80 [FIN, ACK] Seq=1 Ack=1 Win=237 Len=0 TSval=3949291 TSecr=84687229","29",""
"10.0.10.88","200.132.39.118","80","TCP","66","44526 > 80 [FIN, ACK] Seq=1 Ack=1 Win=229 Len=0 TSval=3949291 TSecr=1688290318","30",""
"10.0.10.88","200.132.39.118","80","TCP","66","44528 > 80 [FIN, ACK] Seq=1 Ack=1 Win=229 Len=0 TSval=3949291 TSecr=1688290318","31",""
"10.0.10.88","200.132.35.220","80","TCP","74","47888 > 80 [SYN] Seq=0 Win=29200 Len=0 MSS=1460 SACK_PERM=1 TSval=3949291 TSecr=0 WS=128","32",""
"10.0.10.88","200.132.35.220","80","TCP","74","47890 > 80 [SYN] Seq=0 Win=29200 Len=0 MSS=1460 SACK_PERM=1 TSval=3949291 TSecr=0 WS=128","33",""
"10.0.10.88","200.132.35.220","80","TCP","74","47892 > 80 [SYN] Seq=0 Win=29200 Len=0 MSS=1460 SACK_PERM=1 TSval=3949291 TSecr=0 WS=128","34",""
"200.132.35.220","10.0.10.88","47870","TCP","66","80 > 47870 [FIN, ACK] Seq=1 Ack=2 Win=227 Len=0 TSval=84692104 TSecr=3949291","35","27"
"10.0.10.88","200.132.35.220","80","TCP","66","47870 > 80 [ACK] Seq=2 Ack=2 Win=229 Len=0 TSval=3949291 TSecr=84692104","36","35"
"200.132.35.220","10.0.10.88","47872","TCP","66","80 > 47872 [FIN, ACK] Seq=1 Ack=2 Win=227 Len=0 TSval=84692104 TSecr=3949291","37","28"
"10.0.10.88","200.132.35.220","80","TCP","66","47872 > 80 [ACK] Seq=2 Ack=2 Win=229 Len=0 TSval=3949291 TSecr=84692104","38","37"
"200.132.35.220","10.0.10.88","47868","TCP","66","80 > 47868 [ACK] Seq=1 Ack=2 Win=235 Len=0 TSval=84692104 TSecr=3949291","39","29"
"200.132.35.220","10.0.10.88","47888","TCP","74","80 > 47888 [SYN, ACK] Seq=0 Ack=1 Win=28960 Len=0 MSS=1460 SACK_PERM=1 TSval=84692105 TSecr=3949291 WS=128","40","32"
"10.0.10.88","200.132.35.220","80","TCP","66","47888 > 80 [ACK] Seq=1 Ack=1 Win=29312 Len=0 TSval=3949291 TSecr=84692105","41","40"
"10.0.10.88","200.132.35.220","80","HTTP","484","GET /docencia1/ HTTP/1.1 ","42",""
"200.132.35.220","10.0.10.88","47890","TCP","74","80 > 47890 [SYN, ACK] Seq=0 Ack=1 Win=28960 Len=0 MSS=1460 SACK_PERM=1 TSval=84692105 TSecr=3949291 WS=128","43","33"
"10.0.10.88","200.132.35.220","80","TCP","66","47890 > 80 [ACK] Seq=1 Ack=1 Win=29312 Len=0 TSval=3949292 TSecr=84692105","44","43"
"200.132.35.220","10.0.10.88","47892","TCP","74","80 > 47892 [SYN, ACK] Seq=0 Ack=1 Win=28960 Len=0 MSS=1460 SACK_PERM=1 TSval=84692105 TSecr=3949291 WS=128","45","34"
"10.0.10.88","200.132.35.220","80","TCP","66","47892 > 80 [ACK] Seq=1 Ack=1 Win=29312 Len=0 TSval=3949292 TSecr=84692105","46","45"
"200.132.39.118","10.0.10.88","44528","TCP","66","80 > 44528 [ACK] Seq=1 Ack=2 Win=227 Len=0 TSval=1688292403 TSecr=3949291","47","31"
"200.132.39.118","10.0.10.88","44526","TCP","66","80 > 44526 [ACK] Seq=1 Ack=2 Win=227 Len=0 TSval=1688292403 TSecr=3949291","48","30"
"200.132.35.220","10.0.10.88","47888","TCP","66","80 > 47888 [ACK] Seq=1 Ack=419 Win=30080 Len=0 TSval=84692105 TSecr=3949291","49","42"
"200.132.35.220","10.0.10.88","47888","HTTP","482","HTTP/1.1 200 OK  (text/html)","50",""
"10.0.10.88","200.132.35.220","80","TCP","66","47888 > 80 [ACK] Seq=419 Ack=417 Win=30336 Len=0 TSval=3949292 TSecr=84692106","51","50"
"10.0.10.88","172.217.29.205","443","TCP","66","44058 > 443 [ACK] Seq=1 Ack=1 Win=407 Len=0 TSval=3949570 TSecr=3650106392","52",""
"10.0.10.88","216.58.202.138","443","TCP","66","47086 > 443 [ACK] Seq=1 Ack=1 Win=540 Len=0 TSval=3949573 TSecr=4016939135","53",""
"172.217.29.205","10.0.10.88","44058","TCP","66","[TCP ACKed unseen segment] 443 > 44058 [ACK] Seq=1 Ack=2 Win=175 Len=0 TSval=3650151440 TSecr=3893223","54",""
"216.58.202.138","10.0.10.88","47086","TCP","66","[TCP ACKed unseen segment] 443 > 47086 [ACK] Seq=1 Ack=2 Win=213 Len=0 TSval=4016984181 TSecr=3893105","55",""
"10.0.10.88","172.217.29.205","443","TCP","66","44032 > 443 [ACK] Seq=1 Ack=1 Win=451 Len=0 TSval=3949590 TSecr=528251876","56",""
"10.0.10.88","216.58.202.138","443","TCP","66","47094 > 443 [ACK] Seq=1 Ack=1 Win=473 Len=0 TSval=3949591 TSecr=3649295903","57",""
"172.217.29.205","10.0.10.88","44032","TCP","66","[TCP ACKed unseen segment] 443 > 44032 [ACK] Seq=1 Ack=2 Win=207 Len=0 TSval=528296922 TSecr=3893088","58",""
"216.58.202.138","10.0.10.88","47094","TCP","66","[TCP ACKed unseen segment] 443 > 47094 [ACK] Seq=1 Ack=2 Win=183 Len=0 TSval=3649340953 TSecr=3893136","59",""
"10.0.10.97","239.255.255.250","1900","SSDP","216","M-SEARCH * HTTP/1.1 ","60",""
"10.0.10.88","172.217.29.195","443","TLSv1.2","303","Application Data","61",""
"10.0.10.88","172.217.29.195","443","TLSv1.2","262","Application Data","62",""
"172.217.29.195","10.0.10.88","38228","TCP","66","443 > 38228 [ACK] Seq=572 Ack=763 Win=462 Len=0 TSval=3717491399 TSecr=3949956","63","61"
"172.217.29.195","10.0.10.88","38228","TCP","66","443 > 38228 [ACK] Seq=572 Ack=959 Win=469 Len=0 TSval=3717491399 TSecr=3949956","64","62"
"10.0.10.88","10.0.10.1","53","DNS","70","Standard query 0x2702  A google.com","65",""
"10.0.10.88","10.0.10.1","53","DNS","70","Standard query 0xe571  AAAA google.com","66",""
"10.0.10.1","10.0.10.88","33108","DNS","86","Standard query response 0x2702  A 172.217.29.206","67",""
"10.0.10.1","10.0.10.88","33108","DNS","98","Standard query response 0xe571  AAAA 2800:3f0:4001:807::200e","68",""
"10.0.10.88","172.217.29.206","80","TCP","74","54580 > 80 [SYN] Seq=0 Win=29200 Len=0 MSS=1460 SACK_PERM=1 TSval=3949972 TSecr=0 WS=128","69",""
"172.217.29.206","10.0.10.88","54580","TCP","74","80 > 54580 [SYN, ACK] Seq=0 Ack=1 Win=42408 Len=0 MSS=1380 SACK_PERM=1 TSval=4182261346 TSecr=3949972 WS=256","70","69"
"10.0.10.88","172.217.29.206","80","TCP","66","54580 > 80 [ACK] Seq=1 Ack=1 Win=29312 Len=0 TSval=3949982 TSecr=4182261346","71","70"
"10.0.10.88","172.217.29.206","80","HTTP","179","GET / HTTP/1.1 ","72",""
"172.217.29.195","10.0.10.88","38228","TLSv1.2","140","Application Data","73",""
"172.217.29.195","10.0.10.88","38228","TLSv1.2","197","Application Data","74",""
"172.217.29.195","10.0.10.88","38228","TLSv1.2","104","Application Data","75",""
"10.0.10.88","172.217.29.195","443","TCP","66","38228 > 443 [ACK] Seq=959 Ack=815 Win=1670 Len=0 TSval=3949984 TSecr=3717491470","76","75"
"172.217.29.195","10.0.10.88","38228","TLSv1.2","112","Application Data","77",""
"10.0.10.88","172.217.29.195","443","TLSv1.2","112","Application Data","78","77"
"172.217.29.206","10.0.10.88","54580","TCP","66","80 > 54580 [ACK] Seq=1 Ack=114 Win=42496 Len=0 TSval=4182261389 TSecr=3949982","79","72"
"172.217.29.195","10.0.10.88","38228","TCP","66","443 > 38228 [ACK] Seq=861 Ack=1005 Win=469 Len=0 TSval=3717491514 TSecr=3949985","80","78"
"172.217.29.195","10.0.10.88","38228","TLSv1.2","213","Application Data","81",""
"172.217.29.195","10.0.10.88","38228","TLSv1.2","117","Application Data","82",""
"10.0.10.88","172.217.29.195","443","TCP","66","38228 > 443 [ACK] Seq=1005 Ack=1059 Win=1670 Len=0 TSval=3950011 TSecr=3717491571","83","82"
"172.217.29.195","10.0.10.88","38228","TLSv1.2","112","[TCP Previous segment not captured] Application Data","84",""
"10.0.10.88","172.217.29.195","443","TCP","78","[TCP Dup ACK 83#1] 38228 > 443 [ACK] Seq=1005 Ack=1059 Win=1670 Len=0 TSval=3950011 TSecr=3717491571 SLE=1097 SRE=1143","85",""
"172.217.29.195","10.0.10.88","38228","TLSv1.2","104","[TCP Retransmission] Application Data","86",""
"10.0.10.88","172.217.29.195","443","TCP","66","38228 > 443 [ACK] Seq=1005 Ack=1143 Win=1670 Len=0 TSval=3950026 TSecr=3717491635","87","84"
"10.0.10.88","172.217.29.195","443","TLSv1.2","112","Application Data","88",""
"172.217.29.206","10.0.10.88","54580","TCP","66","[TCP Previous segment not captured] 80 > 54580 [FIN, ACK] Seq=917 Ack=114 Win=42496 Len=0 TSval=4182261549 TSecr=3949982","89",""
"10.0.10.88","172.217.29.206","80","TCP","78","[TCP Dup ACK 72#1] 54580 > 80 [ACK] Seq=114 Ack=1 Win=29312 Len=0 TSval=3950034 TSecr=4182261389 SLE=917 SRE=918","90",""
"172.217.29.206","10.0.10.88","54580","HTTP","982","[TCP Out-Of-Order] HTTP/1.1 302 Found  (text/html)","91",""
"10.0.10.88","172.217.29.206","80","TCP","66","54580 > 80 [ACK] Seq=114 Ack=918 Win=31104 Len=0 TSval=3950034 TSecr=4182261549","92","89"
"10.0.10.88","172.217.29.206","80","TCP","66","54580 > 80 [FIN, ACK] Seq=114 Ack=918 Win=31104 Len=0 TSval=3950034 TSecr=4182261549","93",""
"10.0.10.88","10.0.10.1","53","DNS","77","Standard query 0x11a4  A www.google.com.br","94",""
"10.0.10.88","10.0.10.1","53","DNS","77","Standard query 0xc6ff  AAAA www.google.com.br","95",""
"10.0.10.1","10.0.10.88","43875","DNS","93","Standard query response 0x11a4  A 172.217.29.195","96",""
"10.0.10.1","10.0.10.88","43875","DNS","105","Standard query response 0xc6ff  AAAA 2800:3f0:4001:807::2003","97",""
"172.217.29.195","10.0.10.88","38228","TCP","66","443 > 38228 [ACK] Seq=1143 Ack=1051 Win=469 Len=0 TSval=3717491682 TSecr=3950026","98","88"
"10.0.10.88","172.217.29.195","80","TCP","74","43016 > 80 [SYN] Seq=0 Win=29200 Len=0 MSS=1460 SACK_PERM=1 TSval=3950038 TSecr=0 WS=128","99",""
"172.217.29.206","10.0.10.88","54580","TCP","66","80 > 54580 [ACK] Seq=918 Ack=115 Win=42496 Len=0 TSval=4182261596 TSecr=3950034","100","93"
"172.217.29.195","10.0.10.88","43016","TCP","74","80 > 43016 [SYN, ACK] Seq=0 Ack=1 Win=42408 Len=0 MSS=1380 SACK_PERM=1 TSval=253448151 TSecr=3950038 WS=256","101","99"
"10.0.10.88","172.217.29.195","80","TCP","66","43016 > 80 [ACK] Seq=1 Ack=1 Win=29312 Len=0 TSval=3950054 TSecr=253448151","102","101"
"10.0.10.88","172.217.29.195","80","HTTP","222","GET /?gws_rd=cr&ei=1B6TWZ-_B8OdwgSB1ojIAw HTTP/1.1 ","103",""
"172.217.29.195","10.0.10.88","43016","TCP","66","80 > 43016 [ACK] Seq=1 Ack=157 Win=43520 Len=0 TSval=253448218 TSecr=3950054","104","103"
"10.0.10.88","200.132.35.220","80","HTTP","484","GET /docencia1/ HTTP/1.1 ","105",""
"200.132.35.220","10.0.10.88","47888","HTTP","481","HTTP/1.1 200 OK  (text/html)","106","105"
"10.0.10.88","200.132.35.220","80","TCP","66","47888 > 80 [ACK] Seq=837 Ack=832 Win=31360 Len=0 TSval=3950076 TSecr=84692890","107","106"
"172.217.29.195","10.0.10.88","43016","TCP","1484","[TCP segment of a reassembled PDU]","108",""
"10.0.10.88","172.217.29.195","80","TCP","66","43016 > 80 [ACK] Seq=157 Ack=1419 Win=32128 Len=0 TSval=3950111 TSecr=253448399","109","108"
"172.217.29.195","10.0.10.88","43016","TCP","1484","[TCP segment of a reassembled PDU]","110",""
"10.0.10.88","172.217.29.195","80","TCP","66","43016 > 80 [ACK] Seq=157 Ack=2837 Win=35072 Len=0 TSval=3950111 TSecr=253448399","111","110"
"172.217.29.195","10.0.10.88","43016","TCP","1484","[TCP segment of a reassembled PDU]","112",""
"10.0.10.88","172.217.29.195","80","TCP","66","43016 > 80 [ACK] Seq=157 Ack=4255 Win=37888 Len=0 TSval=3950111 TSecr=253448399","113","112"
"172.217.29.195","10.0.10.88","43016","TCP","1484","[TCP segment of a reassembled PDU]","114",""
